index,tweet,sarcastic,rephrase,sarcasm,irony,satire,understatement,overstatement,rhetorical_question
586,Just won 3 cents on HQ words...early retirement here I come 😍,1,"I won 3 cents on HQ trivia, that is not enough to buy anything at all",1.0,0.0,0.0,0.0,0.0,0.0
658,I dislike whoever keeps leaving their colored paper in the copier at work.,0,I never thought I’d have a mortal enemy but it’s whoever keeps printing on blue paper and then leaving like 5-10 blue sheets in the math room copier when they’re done for the next unsuspecting person,1.0,0.0,0.0,0.0,1.0,0.0
310,"@Moffstovoi Well done! With the better coaching now available, can we expect a decent wee victory tomorrow? 😅",1,"Well done, great achievement. Can only be mutually beneficial. ",1.0,0.0,0.0,0.0,0.0,0.0
421,"It's nice to see some heritage organisations are doing the right thing and putting the safety of their staff, visitors and volunteers first. Wonder what that's like...
...for reasons, this is aimed at nobody.",1,"The National Trust don't care about their staff, it's nice to see that some organisations do and I wish I knew what that was like. ",1.0,0.0,1.0,0.0,0.0,0.0
565,"Dear @krispykremeUK,

I see your enticing #Thanksgiving offer that ends on 2 Dec.

I wanted to ask if you're aware that #Chanukah starts on 10 Dec, continues for 8 days &amp; that traditional Chanukah fare is actually #DOUGHNUTS ?? 🍩🍩

#justsaying #AskingForAFriend  #opportunity",1,"Dear @krispykremeUK, I note your #Thanksgiving offer that ends on 2 Dec. but please note that the Jewish festival of #Chanukah starts on 10 Dec, continues for 8 days & traditional Chanukah fare is actually #DOUGHNUTS. Please consider a special offer for this, too.",1.0,0.0,0.0,0.0,0.0,0.0
458,Frank Ocean really did something with this new music. ,0,"our lord and savior, frank ocean, has saved us all once again.",1.0,0.0,0.0,0.0,0.0,0.0
824,"Broke: doing assignments in order of due date
Woke: doing assignments in order of priority
Wired: spending 20 minutes on each class at a time and just go down the list",1,"The best way to do assignments is in order of priority. The second best is in terms of due date. The worst is doing 20 minutes on each class at a time, regardless of priority.",1.0,0.0,0.0,0.0,0.0,0.0
544,"Well done to the guy who was charging down the stairs at Ealing Broadway and sent me flying, you made me cry.",1,"Shame on the guy who was charging down the stairs at Ealing Broadway and sent me flying, you made me cry",1.0,0.0,0.0,0.0,0.0,0.0
470,"employer: so what are your strengths
me: i’m smart i’m funny i’m nice i’m cool i’m creative i’m hardworking i’m made of wood i’m honest i’m fast i’m awesome i’m hot i’m chronically ill i’m little i’m in demand i’m",1,"I could elaborate more on the strengths that make sense (creative, hardworking, etc) and to include those that are clearly false, I could make it a metaphor that would show the employer that I can think outside of the box. Of course, some of the original message could be left out for a more realistic approach.",1.0,0.0,0.0,0.0,0.0,0.0
104,Norwich are the standout team this year and therefore Brentford have no chance of winning the league,0,"Lucky for 2nd placed Brentford that there's no stand out team like Leeds this year, or they might have no chance of winning the league. #ncfc",1.0,0.0,0.0,1.0,0.0,0.0
599,Unhappy birthday to me ,0,Happy birthday to me. I got pinged and can't leave the house 🥰🤡,1.0,0.0,0.0,0.0,0.0,0.0
132,I called out an insta post for fat shaming and am now being told that making fun of someone having no neck is “not making fun of someone’s appearance” !!! The more you know guys!,1,"Instead of saying ""the more you know guys!"" I would just say ""that is not true""",1.0,0.0,0.0,0.0,0.0,0.0
688,Stop gatekeeping retirement living communities. I am mentally and spiritually ready to move in.,1,Getting old is hard. I miss not having to worry about everything.,0.0,1.0,0.0,0.0,0.0,0.0
304,This book makes me feel like I don't really know how to read.,0,If you ever wanted to know what it feels like to have dyslexia I would recommend the book House of Leaves.,1.0,0.0,0.0,0.0,0.0,0.0
454,Nice to see @Cardiffbus have started the new year off with the usual crap service. Just love waiting for a bus that doesn't turn up,1,I hate waiting for buses that don't turn up,1.0,0.0,0.0,0.0,0.0,0.0
201,I love when you go to shop for plus size clothing and it's always just shoved under women's and it doesn't have any subcategories so u just have to wade thru everything like a pig being thrown slop,1,I hate how difficult it is to shop for plus size clothes.,0.0,1.0,0.0,0.0,0.0,0.0
437,I am really hungover and spent too much money last night even though I have too much work to do,0,"head is pounding, spent £25 on ubers last night and I have a 3000 word report to write :) yippee x",1.0,0.0,0.0,0.0,0.0,0.0
480,we used to make fun of rich men for using 3in1 turns out they were never using anything at all 🤮,1,it's really funny how rich people think that they aren't held to the same personal hygeine standards as normal people,1.0,0.0,0.0,0.0,0.0,0.0
180,I haven't written in a while and that sucks,0,haven’t written in months cuz there are no male teachers to impress 😣,1.0,0.0,0.0,0.0,0.0,0.0
105,how do I get my boyfriend in a maid costume?,1,My boyfriend could look okay in a maid costume.,1.0,0.0,0.0,0.0,0.0,1.0
513,"@JasperSmiith @LentonDNRA @ShearerWest @registrarism @UniofNottingham @CllrDaveTrimble @SallyLongford @CllrDavidMellen @LilianGreenwood @MyLWE @MyNottingham Yeah just a coincidence that infection rates go up and down dependent on when students are in the area or not, also tallies in with the parties being attended by up to 3 times the amount of allowed attendees. Definitely not students 🤔🤦🏽‍♀️🙄",1,Yes there is a link and students are to blame for the rise in covid cases in our area. ,1.0,0.0,0.0,0.0,0.0,0.0
775,jack antonoff once ur done with clairo i’m right here sweetie,1,I wish I could work with Jack Antonoff. ,1.0,0.0,0.0,0.0,0.0,0.0
19,I was only in Taylor Swift’s top 0.10% of listeners on Spotify but last year but yeah totally sound that Swiftogeddan in Glasgow is sold out,1,I am not happy that I didn't get tickets to the Swiftogeddan event when I should be there instead of most people who bought tickets.,1.0,0.0,0.0,0.0,0.0,0.0
607,"In spite of the fact lockdown means I cannot go to a live gig, this stream brings me joy in private",0,My living room feels really lively now. I’m recklessly sipping tea absorbing choons #TaeSup,0.0,1.0,0.0,0.0,0.0,0.0
106,I would point out that how can a President be censored if he has his own press Corp right there in the White House,0,@DonaldJTrumpJr If only he had a press Corp in the house...oh wait! Shut up Jr! Time to get fitted for those lovely orange jumpsuits! If you can't be orange anymore at least you can wear it!!!,1.0,0.0,0.0,0.0,0.0,0.0
749,"""I am happy for those who met him, but I wish I met Dream on hypixel""",0,also if u met dream on hypixel.. congrats ! im not jealous at all haha im totally normal haha Good For You .. haha,1.0,0.0,0.0,0.0,0.0,0.0
811,I don't understand people who are disgusted by Lemonade.,0,If you don't like Lemonade you're an extremist 🍋,1.0,0.0,0.0,0.0,1.0,0.0
396,"Someone in the pub just described the England team as a ""bunch of Marxists"". What an idiot!",0,"Someone in the pub just described the England team as ""a bunch of Marxists"". Makes you proud doesn't it?",1.0,0.0,0.0,0.0,0.0,1.0
173,Hey does anyone know of any organizations that have massive stockpiles of money that could be super useful to the world during a public crisis?????,1,"In the follow up tweets, I said this: ""I would just like everyone reading this tweet to remember that we live in a capitalistic society and that 90% of your favorite organizations have huge stockpiles built up that would be super helpful in a public crisis. And many don’t pay taxes. If you think of a person or company or organization with the resources to share their excessive wealth... maybe write them emails and suggest they do so.""",1.0,0.0,0.0,0.0,0.0,1.0
844,Old people don’t deserve rights,1,old people suck,1.0,0.0,0.0,0.0,0.0,0.0
795,"Top 3 ranked video games of all time:

1. Minecraft
2. Roblox Paintball
3. Every single Just Dance",1,"I would put actual top ranked games, not stupid ones everyone makes fun of.",1.0,0.0,0.0,0.0,0.0,0.0
389,I would probably word it as a question:  Do you think that using Go Fund Me to ask for money to pay bills is a form of socialism?,0,"Are GoFundMe accounts a form of socialism?  I don’t have enough money to pay my bills, so let me create an account an ask for money to help pay my bills. ??",1.0,0.0,0.0,0.0,0.0,1.0
285,A US Senator should not be tweeting about Minecraft Youtubers. ,0,@tedcruz @Dream worst timeline,1.0,0.0,0.0,0.0,0.0,0.0
351,I would love to go to bed and end this hard day. ,0,craving an ice pick lobotomy on this Friday afternoon,1.0,0.0,0.0,0.0,0.0,0.0
151,"My date got cancelled, and I got ready for nothing.",0,dont u just love when u get ready for a cancelled date two hours early . . . yeah i wasnt excited or anything,1.0,0.0,0.0,0.0,0.0,1.0
567,"Just got in, how’d Liverpool get on?",1,Liverpool did not play very well.,1.0,0.0,0.0,0.0,0.0,1.0
185,"""I am tired of hearing stories about upper-middle-class East Asians who are one-dimensional caricatures of Asian American culture. Let's hear more from underrepresented groups or get more realistic stories"". ",0,I can’t wait to hear more about the life of an upper middle class East Asian American whose only personality trait is drinking boba tea https://t.co/SapbXLd0r2,1.0,0.0,0.0,0.0,0.0,0.0
57,Wizkid is not the king lol,0,"Wizkid is the king, ok lol",1.0,0.0,0.0,0.0,0.0,0.0
85,I hate waking up to the fire alarm at 7 am.,0,absolutely love waking up to the fire alarm at 7 am 😍,0.0,1.0,0.0,0.0,0.0,0.0
793,Halfway through snowboarding day 1 and pretty sure I have fallen at least 69 times 😆♋️,1,Halfway through snowboarding day 1 and pretty sure I have fallen at least 10 times.,1.0,0.0,0.0,0.0,1.0,0.0
807,remember when everyone’s feeds were just retweeted giveaways looool those were the days,1,Remember when there was only giveaways? I do not miss that.,1.0,0.0,0.0,0.0,0.0,0.0
197,@PoliticalOrgy I thing you might be on to somethink!🙄,1,I don't think I could.,1.0,0.0,0.0,0.0,0.0,0.0
141,"There is a contrast between the word ""overthinking"" and how everything in life really does not take a toll on you.
",0,Overthinking everything in life really takes a toll on you,0.0,1.0,0.0,0.0,0.0,0.0
734,"Oh good, it's time for the bi-monthly random power outage.",1,I'm getting frustrated with all of these power outages lately,0.0,1.0,0.0,0.0,0.0,0.0
317,I scream lyrics at concerts with my mom. ,0,Being 20 years old and going to concerts with my mom means I can scream all the no-no lyrics bc iM aN aDuLt,1.0,0.0,0.0,0.0,0.0,0.0
664,"@jimcramer Yo jim I put my life savings in $didi at $16 as per your request now me and my family are eating MREs in full survival mode

What should I do?",1,Jim I put some money and didi and lost some money and now am being forced to live below my usual means,1.0,0.0,0.0,0.0,0.0,0.0
274,"""I've dislocated my knee again, ouch!!!""",0,Just dislocated my fucking knee again while out on a walk 🙃🙃🙃 FAB,1.0,0.0,0.0,0.0,0.0,0.0
845,hot girls have tree shaped dents in their rear bumpers ❤️,1,i am ugly because there’s a dent in my car,1.0,0.0,0.0,0.0,0.0,0.0
362,Drum and Bass is not dangerous due its high BPM,0,Drum and bass is dangerous stuff don't you know.. #FabricReview 🙏🏻🙏🏻🙏🏻,1.0,0.0,0.0,0.0,0.0,0.0
315,"""This is my 3rd time taking the same biology course, I am not good at this subject at all""",0,this is my 3rd time taking a biology course and it’s so EASY wow i love biology so much i’m so glad i’m so good at this subject.,1.0,0.0,0.0,0.0,0.0,0.0
505,"So I have an exam tomorrow, but likeee if the country is about to turn into a war zone does it really matter??",1,I have to take this exam even when the world is falling apart. ,1.0,0.0,0.0,0.0,0.0,1.0
353,My coworkers oddly ask me to name bars in La Crosse based on odd descriptions they give me. ,0,My coworkers play this fun game where they try to describe bars in la crosse &amp; have me guess which one they’re talking about,1.0,0.0,0.0,0.0,0.0,0.0
15,"No, it would be less logical.",0,"I never thought I'd say this, but I have become one of those people who like bounty bars.",1.0,0.0,0.0,0.0,0.0,0.0
432,"i hate how my mom thinks i feel no remorse, when she has conditioned me to feel remorse nearly everyday for simply just existing alongside her",0,it's funny my mom thinks i possess no remorse when i feel remorse everyday for existing 😎,1.0,0.0,0.0,0.0,0.0,0.0
568,Actually considering applying for the undateables,1,Why is my lovelife so dead?,1.0,0.0,0.0,0.0,0.0,0.0
22,The villains in super hero films are awfully polite. They always confine their invasions to being above one particular city,1,"I would say that the invasions that take place are unrealistic and are only shown in this way for plot purposes, as opposed to realism.",1.0,0.0,0.0,0.0,0.0,0.0
548,Good morning September... Hello tonsillitis :(,1,"Good morning Twitter, I just woke up with tonsillitis. Hope I get better soon.",0.0,1.0,0.0,0.0,0.0,0.0
249,Fuck the person who told me to lose weight,0,Gonna go cry now some no face told me to lose weight x,1.0,0.0,0.0,0.0,0.0,0.0
179,putting the blame on trees for causing fires is stupid,0,if trees would simply stop producing flammable leaves climate change would not be an issue,0.0,1.0,0.0,0.0,0.0,0.0
786,I'm not surprised that it's raining again.,0,"Incredible scenes in Nottingham, as it begins to rain for the first time this hour.",0.0,1.0,0.0,0.0,0.0,0.0
238,Big day in the Mumford house #sports day,1,Such a shame there’s no sports day. ,0.0,1.0,0.0,0.0,0.0,0.0
731,Uh oh Ben Simmons will also have a Steph Curry type season 76ers better not trade him now https://t.co/kkpzfcTcSH,1,I would simply say that Ben Simmons won't be able to shoot the ball like that. ,1.0,0.0,0.0,0.0,0.0,0.0
130,omg there’s a sheet of ice in front of my school. should I slip and fall?,1,"I am in need of money. Therefore, I should sue my college if I fall because they are responsible for not clearing the ice on the ground.",0.0,1.0,0.0,0.0,0.0,1.0
459,i stg i probably talk to my tv more than i do to actual people whoops rip social life,1,I talk to more people than i do anything,1.0,0.0,0.0,0.0,0.0,0.0
273,No.,0,"@benshapiro it’s true, every time my little cousins put on their masks they choke to death and have to be revived. it’s very stressful for us.",1.0,0.0,0.0,0.0,0.0,0.0
3,"Today my pop-pop told me I was not ""forced"" to go to college. That's not true.",0,Today my pop-pop told me I was not “forced” to go to college 🙃 okay sure sureeee,1.0,0.0,0.0,0.0,0.0,0.0
418,I love how men know they have a baby on the way in one month and they decide to go out and buy a brand new mustang wow,1,"I dont like how my childs father bought a brand new mustang a month before she was born, because we could not fit her carseat in the back seat of the car, making it unsafe to drive with the baby. ",1.0,0.0,0.0,0.0,0.0,0.0
262,I don't think Republicans have any self awareness or any idea of how the world works... Nice try though.,1,"""I really think that older Republicans are lacking in self-awareness in the modern-day. They had a complete misstep and just ended up bullying a teenager.""",1.0,0.0,0.0,0.0,0.0,0.0
267,I was to undertake my 2 covid vaccination but unfortunately I turned up 12 hrs to early and could be completed until after 56 days,0,"Drop in Center to let people get the 1st or 2nd Vaccine open today . I went thinking I was able to get my 2nd one .
Wait in the que 30 mins .sits down arm ready to get ! 
Sorry your 12hrs to early !!! 
We cannot vacinate you till 56 days !!! @NicolaSturgeon #Seriously",1.0,0.0,0.0,0.0,0.0,0.0
536,Tiktok's name is Tiktok,0,tiktok's full name is tictactoetok,0.0,1.0,0.0,0.0,0.0,0.0
765,"it’s amazing how many people get mad at you for simply Raising Questions, such as “what if the vaccine makes your balls inflate like helium balloons and cause you to float away to never be seen again”",1,People think it's possible that the vaccine causes your testicles to swell and make you infertile.,1.0,0.0,0.0,0.0,0.0,0.0
318,it'd be nice if missguided actually had stock for once🙂🙂🙂,1,There is never any stock at misguided. ,1.0,0.0,0.0,0.0,0.0,0.0
64,I hate my dissertation,0,help! i'm being haunted by dead people! (my dissertations),0.0,1.0,0.0,0.0,0.0,0.0
655,I just love falling up the stairs 😑,1,I really don't like falling up the stairs.,1.0,0.0,0.0,0.0,0.0,0.0
278,It may be difficult for someone with an eating disorder to avoid worrying about their weight.,0,"@BIGRXD12 ah yes, people with eating disorders, famous for easily being able to not worry about their weight",1.0,0.0,0.0,0.0,0.0,0.0
20,Imagine going to university for 4 years when you could just follow Elon Musk on twitter for free,1,Go to school,1.0,0.0,0.0,0.0,0.0,0.0
796,"Serious question: if I nick a car and elope to Gretna Green to shut my family up, how long will I do in prison? Can I finish my PhD there? Think I've got a plan, lads...",1,"I like the idea of stealing a car in order to elope, but can't drive and it's illegal - so I wouldn't do that. ",1.0,0.0,0.0,0.0,0.0,1.0
379,That jacket he wore yesterday made me highly emotional I could hardly stand to look at it.,0,also that jacket he wore yesterday i’m gonna rip my eyes out :/,1.0,0.0,0.0,0.0,0.0,0.0
26,@DuncanEdwards03 @PoliticsForAlI Well I doubt they're trying to smash the doors in to change the regulation of cough medicine.,1,They are from an anti-vax movement and are attempting to enter the building that regulates medicine to change covid vaccination rules. ,1.0,0.0,0.0,0.0,0.0,0.0
401,People should care more about poverty and inequality than other less important matters.,0,If only people would care as much about poverty and social equality the way they do jumping up and down for Team Remain or Team Leave.,1.0,0.0,0.0,0.0,0.0,0.0
492,Every time you complain about neopronouns or xenogenders we add five more,1,Stop complaining about peoples individual gender experiences,1.0,0.0,0.0,0.0,0.0,0.0
610,Just nearly cried in the tesco express because they didn’t have the cheese pizza or the back up pizza I wanted. My mental stability is not strong today,0,Just nearly cried in the tesco express because they didn’t have the cheese pizza or the back up pizza I wanted. My mental stability is strong today.,0.0,1.0,0.0,0.0,0.0,0.0
705,"@barcacentre Unemployed and lazy that Messi guy 😂

(I'm being sarcastic guys, I'm warning you lol)",1,How is someone so good still not with a team?,1.0,0.0,0.0,0.0,0.0,0.0
128,"""Sounds interesting!""",0,@igreen95 thx for the play by play,1.0,0.0,0.0,0.0,0.0,0.0
0,"College is really difficult, expensive, tiring, and I often question if a degree is worth the stress. ",0,The only thing I got from college is a caffeine addiction,0.0,1.0,0.0,0.0,0.0,0.0
865,Holding hands with your parent while walking around campus is a bad way to show you're ready for the independence of college,0,Update: holding hands with your mom and walking around campus also shows you're prepared for the independence college offers,1.0,0.0,0.0,0.0,0.0,0.0
606,my car is acting up AGAIN for like the 3rd year in a row and I’m just going to drive it into the river at the point,1,"""my car is acting up AGAIN for like the 3rd year in a row and I'm really frustrated with it right now""",0.0,1.0,0.0,0.0,0.0,0.0
403,"I was feeling badly today, but my best friend gave me clarity and perspective. I appreciate her so much.",0,"When you're feeling all in your feelings, but a certain BEST FRIEND is making you see reason, and maybe you'll be okay. So damn rude. 😤 @LadyDeadlight",1.0,0.0,0.0,0.0,0.0,0.0
237,"you like ketchup but not tomatoes???

grow up",1,It seems childish to enjoy ketchup but not tomatoes,1.0,0.0,0.0,0.0,0.0,0.0
474,No start to the race? This doesn't look good. ,0,Well. That went well. #BelgianGP,0.0,1.0,1.0,0.0,0.0,0.0
469,Hands up who remembers when EVERY blogger and their dog was a brand ambassador for Coconut Lane 😂,1,Who remembers when some bloggers were brand ambassadors for Coconut Lane? - i.e. without any emojis.,1.0,0.0,0.0,0.0,1.0,0.0
675,I’ve been laid off !! Nice:)),1,"""I can't believe I've been laid off. Super upset and nervous.""",1.0,0.0,0.0,0.0,0.0,0.0
271,Didn't you have all the beverages at Acapulco's last night? ,0,@xNemoooo @McDonaldsUK @tasshx Say swear you didn’t down all bev’s at Acapulco’s straight after?? 😘,1.0,0.0,0.0,0.0,0.0,0.0
17,I hope whoever keeps peeing all over the bathroom at work stops doing that.,0,"Whoever’s toddler ass sprayed the entire toilet backstage, I hope you stub your toe and bite your tongue really hard. also you were clearly dehydrated, go drink some damn water like an adult",1.0,0.0,0.0,0.0,0.0,0.0
590,Yes,0,my computer does this fun thing now where it shakes in a way that exactly replicates what happens to my vision when i forget my meds so that’s exciting !,0.0,1.0,0.0,0.0,0.0,0.0
805,Love seeing 15 year olds being vaccinated in the states when I have to wait till the end of June for my first one,1,I don't like the fact that younger people in america are getting the vaccine when I still have to wait another month for mine in england ,1.0,0.0,0.0,0.0,0.0,0.0
778,"Don’t keep up with the Joneses, the Joneses are broke!",1,Don’t keep up with the Jones’s ,1.0,0.0,0.0,0.0,1.0,0.0
242,I think we've all heard enough about Harry and Meghan's engagement.,0,Does anyone not know Prince Harry got engaged? I don’t think there’s been enough in the news about it.,1.0,0.0,0.0,0.0,0.0,1.0
806,“You’re not “just friends” if you’re shaving your coochie every time you know you’ll see them.” ,0,"oh you’re just friends?

why’d u shave then?",1.0,0.0,0.0,0.0,0.0,1.0
143,There is a website you could use to check if the airbnb is available ,0,I’ve seen a lot of people on local Facebook groups asking AirBnB owners if they have any availability recently. If only there was a website you could use to find out if an AirBnB was available 🤔,1.0,0.0,0.0,0.0,0.0,0.0
788,Understand the meaning of being a true friend. ,0,"""friends""",1.0,0.0,0.0,0.0,0.0,0.0
122,So in other news I just held the door open for Bam Adebayo &amp; then I fell down the stairs &amp; I think I broke my finger.. ya I'm THAT smooth,1,I just fell down the stairs after holding the door open for Bam Adebayo. I really embarrassed myself.,1.0,0.0,0.0,0.0,0.0,0.0
650,shoutout to the kid who brought a pineapple to hc and threw it around #madrespect,1,"""Screw the kid who brought a pineapple to homecoming and threw it around""",1.0,0.0,0.0,0.0,0.0,0.0
668,"""Football acts in such a strange way, with players asking for huge increases while already under a long contract""",0,@TheSpursExpress @JBurtTelegraph I've done this to my employer too. I'm expecting we'll both get the same answer,1.0,0.0,0.0,0.0,0.0,0.0
614,I’m gonna miss scantrons shortening my name to “Christ” after 16 years,1,I'm not going to miss scantrons shortening my name to “Christ” after 16 years,0.0,1.0,0.0,0.0,0.0,0.0
322,just stuck my entire hand in a hot oven without thinking about the consequences. self preservation is clearly my strong suit,1,Self preservation isnt my strong suit,1.0,0.0,0.0,0.0,0.0,0.0
613,Matt Hancock is a top shagger,1,Matt Hancock is a wanker,1.0,0.0,0.0,0.0,1.0,0.0
617,"""Just watched a man smoke crack on the R train in front of 3 families. New York is continuing to become less safe.""",0,Just watched a man smoke crack on the R train in front of 3 families. New York is healing ✨,1.0,0.0,0.0,0.0,0.0,0.0
157,It’s really very selfish of Silverstone to be saying the 2022 Grand Prix is 1/7-3/7 cause my holiday year starts on 1/7 and I would have to use a day of this years holiday allowance to go. I should have been consulted really 😵‍💫😵‍💫😵‍💫,1,It’s  really annoying I have to use one day of my holiday allowance this year to attend the Grand Prix. ,1.0,0.0,0.0,0.0,0.0,0.0
537,“I am embarrassed because of what I said in class on Zoom”,0,you ever completely embarrass yourself on zoom and decide to drop out of college?,1.0,0.0,0.0,0.0,0.0,1.0
466,The Yankees are a really bad team right now and it's amazing how fast they can fall.,0,Amazing how fast this team can go winning from 13 straight to losing three in a row. Lol. Horrible managing tonight. I really hope this Boone experiment is over soon.,1.0,0.0,0.0,0.0,0.0,0.0
91,An uninteresting conversation regarding the importance of an Orlando Magic Summer League title. ,0,Raging debate on the importance of an Orlando Magic Summer League Championship. Definitely a notch below 6 if decided by coin flip. https://t.co/LG0VRwkrKO,0.0,1.0,0.0,0.0,0.0,0.0
662,Man PepsiCo loves to add 750g of sugar to a mixture of their existing flavors of sodas and call it a new flavor of dew or Pepsi...,1,"The flavors aren't good, they all just taste like sugar and artificial flavoring",1.0,0.0,0.0,0.0,1.0,0.0
837,@majornelson Sounds like a strong contender for GOTY,1,"This game is terrible, it will definitely not win a GOTY award. ",0.0,1.0,0.0,0.0,0.0,0.0
698,"@Rosievix @mouthwaite Well, illegal immigrants  categorically don’t get money from the government but why let a little thing like facts get in the way of a good bit of xenophobia...",1,"I'd end the sentence by saying ""but your xenophobia means that you have ignored the facts"".",0.0,1.0,0.0,0.0,0.0,0.0
524,Should I wear my red and blue pants ,0,"""Should I wear my lime green pants?"" dad its 4th of july...",1.0,0.0,0.0,0.0,0.0,1.0
532,My favorite part about running on the track is seeing how high my heart rate gets just walking up the stairs to it.,1,My heart rate spiked when I walk up the stairs to the track,1.0,0.0,0.0,0.0,0.0,0.0
264,I like online shopping because I am shy.,0,I love online shopping because if I am physically in a store and an employee even looks at me I will immediately leave.,1.0,0.0,0.0,0.0,0.0,0.0
694,Day 1 in our new dystopian society is not going well,0,"I'm literally out here trading eggs for potatoes

Day 1 in our new dystopian society is going well #coronavirusUK #coronavirus",0.0,1.0,0.0,0.0,0.0,0.0
94,I hate feeling burnt out from work and the never-ending pandemic.,0,Ah gotta love that Friday morning burnt out feeling 🌄,0.0,1.0,0.0,0.0,0.0,0.0
523,@GainzyXBT Actually I've extrapolated based on the last daily candle and it turns out BTC will be sub-zero by December. The math doesn't lie.,1,I'm not entirely sure you -can- say the same thing non-sarcastically. I suppose... 'Constantly calling for lower targets is ridiculous.',1.0,0.0,0.0,0.0,0.0,0.0
759,"Young people are in need of the stimulus too. Just because we do not have kids does not mean that we do not have bills, debt, etc.",0,"Stimulus checks should come with hand lotion, a face mask, and a bonus for every Instagram bingos you do",0.0,1.0,0.0,0.0,0.0,0.0
708,Would it be wrong to spend £50 on a bonsai plant?,0,Is it unreasonable to spend £50 on a bonsai tree? Asking for a friend 🤔,1.0,0.0,0.0,0.0,0.0,0.0
47,I don’t think he drank 11 beers every hour,0,"@AlexShawESPN @robwishart @GNev2 Does he order 11 at once and drink each one at just over 5 minutes, OR do we have to take into account going to the bar? Either way it’s a disgrace and not what we should be promoting to the kids.",1.0,0.0,0.0,0.0,0.0,1.0
645,The side effects of antidepressants can be concerning.,0,Why are the side effects of antidepressants so ✨scary✨,0.0,1.0,0.0,0.0,1.0,0.0
686,"apparently it's the biggest ask on the planet to find decently priced sandals with an enclosed toe. PLEASE, INTERNET. I just want to have vaguely summery shoes that don't involve me having my toes out to the world at all times lmfaoo",1,I'm finding it hard to buy affordable enclosed toe sandals on the internet.,0.0,1.0,0.0,0.0,1.0,0.0
768,being single during college must be really fun when ur nOT IN A GLOBAL PANDEMIC,1,"being single in college, especially during a global pandemic, is boring and disheartening",1.0,0.0,0.0,0.0,0.0,0.0
429,I am pleased with my team’s performance,0,"Thanks to India for being so inept. I was hoping for a full day of cricket, got snacks and everything. Cheers. You could have at least tried. #bbccricket #INDvENG #ENGvsIND #Cricket",1.0,0.0,0.0,0.0,0.0,0.0
202,I'm interested that you have a book out.,0,"@richardosman @GMB @susannareid100 @piersmorgan You've a book out? I hadn't realised.

Yes, you've already read this 8763 times this week, but hey.",1.0,0.0,0.0,0.0,0.0,1.0
822,@DetroitPistons @PistonsGT Cade Cunningham is my favorite basketball player please 2K 🙏🙏🙏,1,"""I'm not a Piston's fan but it would be really fun to play with them in 2K22.""",1.0,0.0,1.0,0.0,0.0,0.0
269,Shout out James Boswell  #unibowl,1,James Boswell is a waste man.,1.0,0.0,0.0,0.0,0.0,0.0
390,"ALERT, spider-man is on the uta campus.",0,not to alarm anyone but i just saw spider-man by uta,1.0,0.0,0.0,0.0,0.0,0.0
855,It is extremely hard to quit meth as it is a disease rather than an addiction. ,0,"will never understand why ppl do meth,, just buy a shit tonne of incense in bulk stupid",1.0,0.0,0.0,0.0,0.0,0.0
752,"I would take out “when,” and insert more displeased looking emojis at the end or maybe have none at all",0,When you order books from the bookstore a week in advance and then you wait three weeks for ONE book and when you finally email them about it they reply and say they cancelled your order 😍🥰,1.0,0.0,0.0,0.0,0.0,0.0
632,good evening sharks. hooters but for feet.,1,A hooters for feet is an absurd business model.,0.0,1.0,0.0,0.0,0.0,0.0
24,"@AsdaServiceTeam imagine your delivery being 2 hours late, and imagine calling up your service team only for them to hang up at 10pm, coincidentally the same time the office closes. But it’s okay, my £3 delivery fee is being refunded though 👊🏻",1,It's not acceptable for you to just refund my delivery fee. ,1.0,0.0,0.0,0.0,0.0,0.0
566,Wow great album from Kanye. v John Cage 4’43 vibes x,1,Kanye needs to actually release his album. ,1.0,0.0,1.0,0.0,0.0,0.0
407,@TheLunaCinema @seetickets absolutely no response from Luna Cinema and my completely factual review on See Tickets has been moderated and will not be published 🤔 great to see @seetickets looking out for their customers. Excellent customer service all round 👏,1,The customer service I have received has been terrible ,1.0,0.0,0.0,0.0,0.0,0.0
108,"""He's not welcome in a tolerant place like London"" @emmadentcoad  on the Presidential visit on @BBCRadio4 The irony in that comment... #r4bh",1,Donald Trump is not welcome in a place like London.,1.0,0.0,0.0,0.0,0.0,0.0
184,Me and Noah forgot our anniversary. That is not “couple goals” ,0,me and noah forgot that today is our anniversary. if that isn’t couple goals then idk what is 😌,1.0,0.0,0.0,0.0,0.0,0.0
153,"EFY is a time for white, religious kids to make weird friends and mess around while not doing anything productive.",0,Efy is great,0.0,1.0,0.0,0.0,0.0,0.0
373,"Our field shouldn't try to force human experience into quantifiable models, but it pretty consistently does.",0,@avsmph But how can we possibly deal with a human experience we haven't first relentlessly quantified???,1.0,0.0,0.0,0.0,0.0,1.0
597,"North Dakota: *has one decent week of weather*
Mother Nature: NOW I SHALL CAST OUT THE SUN AND BRING THE COLDEST OF RAINS UPON THY SUPER, DUPER FLAT LAND.",1,North Dakota had a nice week of weather followed by a rainy day.,0.0,1.0,0.0,0.0,1.0,0.0
790,breaking my strict buying hiatus to get lisa’s album? it’s much more likely than you’d think,1,I will break my buying hiatus to buy this album,1.0,0.0,0.0,1.0,0.0,1.0
622,The Red Sox probably wish they could play the Orioles all season. ,0,If I were the Red Sox I would simply play the Orioles more,1.0,0.0,0.0,0.0,0.0,0.0
