tweet_id,tweet,sarcastic,rephrase,dialect
571.0,كثير مقتنعين ان كورونا ده تمثيلية,0,السؤال مين بيدور اللعبة,msa
600.0,انت تحاول ان تبدو جيدا لكنك غير ذلك,0,دا انت بلسم يسلام,nile
,قالو تعرفشي العلم قالو نزيد فيه,1,هذا متعالم,magreb
619.0,معروفة انه اللي بيكبر فشخته دايما بيوقع,1,خليك على قد حالك وبلاش مظاهر,nile
,هوه حد هيعد وراكو الورق ورقنا والدفاتر دفترنا الناس خلاص فهمت,1,ارقام لا مصداقية لها وبيانات زائفة,nile
557.0,مين البنات دول ..من انهى مجرة,1,بنات جميلة جدا,nile
543.0,بيعظم و يكبر الحاجات اللى بيعملها,0,انت عملت من البحر طحينة,nile
561.0,والله يا اخويا الواحد عنده زهايمر من الان,1,أنا بنسي كل حاجة فى السن الصغير ده,nile
,اذا كان الكلام من فضه فالسكوت من بلاستيك,1,ان السكوت ملهوش اي قيمة والكلام هو اللي له وزن عند البشر,nile
4.0,ده مغرور و شايف نفسه علىالناس,0,ده فاكر نفسه باشا و بيه كمان,nile
541.0,شابوه يوسف الشريف بجد,1,برافو يوسف الشريف,nile
,البنت دى مش محترمة,0,البنت دى عاملة فيها خضرة الشريفة,nile
,انت مبتعرفش تلعب,0,انت لا محصل رونالدو ولا ميسي,nile
88.0,واحد قال لمو بغيت نتزوج بوحدة بيضاء وطويلة وخدامة قالت له خد الثلاجة,1,المواصفات لي بغا فالزوجة كينين غير فالتلاجة,magreb
256.0,قليل الحظ قليل الفرص,0,قليل البخت يلاقى العظم فى اللحمة,nile
,جهازي ميقدرش يشغل اللعبة دي,0,أنا لو شغلت اللعبة دي علي جهازي هيفرقع :face_with_tears_of_joy:,nile
,النت يسرع الحياة,0,اللي يقول الايام تمشي بسرعة جرب تطفي النت يوم وشوف,gulf
,هل تعلم أنه عندما يغضبك أحدهم فأنت تستهلك 42 عضلة للتكشير في وجهه،بينما لا تحتاج أكثر من 4 عضلات لتشمطه كف,1,انك تضرب اللي مضايقك كف ب4 عضلات اسهل ما تكشر فوشه ب42 عضلة,nile
,صاحبك الاصيل مهما انت عملت فيه مش هيزعل منك,0,صاحبك الحقيقي هو اللي تقوله يا حمار يقولك نعم,nile
,أنت بترد علي البنات بس,0,اه منا لو كنت بنت كنت رديت عليا,nile
214.0,كلمة يا ريت ما بتعمر بيت,1,ان لما تندم علي اللي حصل وتقول ياريت مش هيعمر بيتك ولا هيكسبك,nile
474.0,الحزين سوف يظل حزينا,0,جت الحزينة تفرح ملقتلهاش مطرح,nile
,انت ولا فاهم حاجة يبقي تسكت احسن,0,وانت بقي فيلسوف عصرك؟ ماتنقطنا بسكاتك!,nile
,طيب كويس اجي بقا لأني عفنت في مصر,1,اسافر الامارات عشان قعدت كتير في مصر,nile
668.0,ياريت يفوزوا فوز واحد ويفرحونا ,0,مرار طافح هما منوينش يفوزو عليهم حتا واحد صفر تخليص حق,nile
634.0,هذا العبد حاط روحو ما يخراش,1,هذا الإنسان متكبر كثيرا,magreb
,فاكر نفسك عبقرى,1,أنت مبتفهمش,nile
,انت فاشل في الدراسة,0,جايب 5 من  10 في الامتحان ده انت تيجي تذاكرلنا بعد كدة,nile
,انتاج ضعيف وجوده رديئه للفيلم,0,ميزانية الفيلم ده ماتعديش التسعه جنيه ونص ويقولك ان السينما عندنا قويه ومصروف عليها,nile
,مش هجاوبك على سؤال الفلوس خلصت ولا لأ إلا لما تقولى بتسأل ليه,0,هى الفلوس اللى اديتهالك خلصت؟! -على حسب هتدينى غيرها ولا هتتخانق معايا:slightly_smiling_face:,nile
,ده فريق فاشل واتهزم هزيمة كبيرة ,0,صفر /عشرة كتير لو فريق من درجة ثالثة كان لعب احسن منهم,nile
,نقد كل شئ حتى لو حلو ولازم نطلع فيه عيوب,0,ملقوش فى الورد عيب قالوا ده احمر الخدين,nile
,دمه خفيف أوي,1,شخص غير مضحك,nile
,الي يتريق على مراته الناس هيتريقو عليها اكتر منه,0,اللي يقولها جوزها يا عورة الناس يلعبو بيها الكورة,nile
537.0,طيب كويس اجي بقا لأني عفنت في مصر,1,اسافر الامارات عشان قعدت كتير في مصر,nile
,فري فايرلعبة وحشة,0,فري فاير فاكرة نفسها احسن من ببجي,nile
,اللي يخلف بنات يفضل مشغول بمصاريفهم ومشاكلهم لحد ما يموت,0,يا مخلف البنات يا شايل الهم حتى الممات,nile
478.0,ده غبى فاكر نفسو بيقول افهات زى يونس شلبى,0,ده فاكر نفسو يونس شلبى,nile
477.0,الفوخ و الزوخ و العشاء قرنينة,1,التبجح و العشاء اعشاب,magreb
,انت هتصيع على مين ياض,1,انت بتتذاكى  على اللى أذكى منك,nile
21.0,شهر سبتمبر عدى منها خمسة عشر يوم فى ثلاث ايام فقط ياريت كل الشهور تتعلم منه,1,شهر سبتمبر عدى بسرعة,nile
,نفسي اعرف بنت و اقولها كام المهر تقولي يا رجاال عيب مو بينا,1,نفسي أتزوج بدون ما أدفع مهر,gulf
,هي اجى صاحبك,1,هي اجى الي بتكرهه,levant
,زي اللي رقصت على السلم، لا للي فوق شافها ولا اللي تحت شافها.,1,شخص اهبل,nile
,أنا بحكى لكل الناس كل أسرارنى ,0,الواحد بيفكر نفسه حويط وكتوم لحد ما بيلاقى 50 أو 60 بنى ادم بيسالوه عن موضوعه,nile
,يعنى مافيش حاجه هتمشى من غير الواسطه,0,من طلب العلا شافلة واسطه أما سهر الليالي ده فيلم تشوفه مع امك,nile
,سيبك منه يا عم ده يومه بسنة,1,هو بطئ ومش هيخلص اللى وراه بسرعة,nile
,في ناس بتاكل فاصوليا بالعيش الكيزر الله يرحم,1,ناس فقيرة بقه معاها فلوس  وبقت محدثة نعم ,nile
,الاغنية بتشجع علي الاستقلالية ليا وللبنات,0,انا كل ما اسمع الاغنيه الجديدة لامال ماهر ببقي عايز اسيب البيت والم هدومي ف كيسه بلاستيك,nile
,نجح ب 60 في الميه وعامل فرح,1,فاشل وفرحان بفشله,nile
715.0,وزارة الأوقاف لا تقوم بوظيفتها,0,ممكن تريحوا دماغكم وتعينوا خطباء نصارى او كفار,nile
,دا انت هزارك عسل,1,انت هزارك بايخ,nile
,قمة الشقاء ان تركب سيارة مع شخص لا يستيع القايدة,0,قمة الجلطه تركب مع واحد احول,levant
104.0,انك تتحدث ولا تفعل,0,أسمع كلامك أصدقك أشوف أمورك أستعجب,nile
,موهبة مظلومة بس تستاهل لأنها سيئة,0,موهبة مظلومة تستحق الظلم أكثر,msa
286.0,نافخلي نفسه وعاملي فيها جاكي شان,1,فاكر نفسه قوي,nile
340.0,صاحب الحق قوى,0,صاحب الحق سلطانا,msa
,والله يا اخويا الواحد عنده زهايمر من الان,1,أنا بنسي كل حاجة فى السن الصغير ده,nile
,عليا الطماطم انت صح ياض,1,انت علي الطريق الصح,nile
,اللاعب شيكابالا سوف يوقعنا في ورطة كبيرة,0,ان شاء الله اللاعب شيكابالا هيلبسنا في اتخن حيط في النادي,nile
,الاهلى والزمالك دايما يناقروا فى بعض ناقر ونقير,1,الاهلى والزمالك فريقان منافسان دائما,nile
720.0,هو مركب فى رجله عجل بجرى وراه من لاحق احصلة,1,ده سريع أوى مش لاحق أحصله,nile
,جهازي ميقدرش يشغل اللعبة دي,0,أنا لو شغلت اللعبة دي علي جهازي هيفرقع :face_with_tears_of_joy:,nile
492.0,شركة فيسبوك اكثر شركة بهتموا بالخصوصية,1,شركة فيسبوك لا تحترم الخصوصية,levant
,وزارة الصحة تقلب بيوت الشعب من اجل سبوبة كورونا,0,السبوبه خلصت الناس روحت من الساحل وصرفو فلوسهم خلاص .. نرجع بقي ندور ع سبوبه الشتاا عشان ده اكل عيش ياعمنا,nile
,كون ماشي قطعو الانترنت في لوتال جيبوتي تربح الجزائر ههه,1,جيبوتي خسرو 8 - 0 مع الجزائر فمدرب جيبوتي قال الأنترنت هي السبب,magreb
,الست لسانها لا يتوقف عن الكلام,0,سلاح المرأة لسانها فكيف تدعة يصدأ بعدم الاستعمال,nile
,عامل نفسه جد وفاهم شغله وهو غبى,0,عامل زى ابو الفراجين معندوش يا اما ارمحينى,nile
622.0,المبالغة فى مدح حكيم زياش والصاق أمور خيالية به,0,حكيم زياش ينقد عصفور من التحليق في السماء,msa
,هل تعلم أنه عندما يغضبك أحدهم فأنت تستهلك 42 عضلة للتكشير في وجهه،بينما لا تحتاج أكثر من 4 عضلات لتشمطه كف,1,انك تضرب اللي مضايقك كف ب4 عضلات اسهل ما تكشر فوشه ب42 عضلة,nile
572.0,أنا فاشل ومش بعرف أكتب أدب,0,انا الذى نظر الاعمى الى ادبى فالحمد لله انه اعمى,nile
,شهر سبتمبر عدى منها خمسة عشر يوم فى ثلاث ايام فقط ياريت كل الشهور تتعلم منه,1,شهر سبتمبر عدى بسرعة,nile
310.0,يعنى فاكره نفسها لتساعد الناس,0,دى فاكره نفسها الام تريزا,nile
671.0,إذا لم تضحك لك الحياة دغدغها وستضحك غصبا عنها,1,ان لازم تعدي المشاكل ومينفعش نفضل عالطول زعلانين فنجبر الدنيا تضحك عشان نضحك احنا,msa
,دي اشكال راح زمن الفن الجميل فين ايام حمو بيكا,1,الفن يسيطر عليه التافهون,nile
,كل كلام الناس ماهو الا غيره وكلام فارغ,0,كلام الناس لا بيقدم ولا ياخر كلام الناس ملامه وغيره,nile
,العالم: نبذل ما بوسعنا لإيجاد حل لأزمة الفيروس المصريين: الريأكت مش شغال عندي,1,المصريين مهتمين بالفيس بوك اكتر من فيرس كورونا,nile
,معروفة انه اللي بيكبر فشخته دايما بيوقع,1,خليك على قد حالك وبلاش مظاهر,nile
544.0,الست الكويسة لما تسيب راجل يبقى تاخده اى ست وخلاص,0,ال سابته الهانم تاخده مساحة السلالم,nile
659.0,ان التانيه هتلاقي نفس مصير الاولى الي كانت حلوة وجميله وزوجها طفاها,0,الي خدته القرعة تاخده ام الشعور والقرعة شعرها راح,nile
,كان ديكان يعيشان في سلام حتى ظهرة دجاجة,1,معضم المعارك و الحروب كانت بسبب انثى,msa
,يا نهار ابيض ايه التور ده..محدش يلعب جنبه,1,ده لاعب قوى,nile
,فيه ناس مبتفهمش,0,وهناك من يمشي بثلاث فردات من الأحذية اثنتان في رجليه، وواحدة في رأسه,msa
365.0,راك كي الشمس ضويتلنا الحالة,1,راك شباب,magreb
524.0,السياسيون لا يجب أن يستمرون ف السلطة,0,السياسيون مثل حفاضات الأطفال يجب تغييرهم باستمرار ولنفس الأسباب,msa
144.0,مفيش مصداقية فى فعالية اللقاحات,0,ماشاء الله عليكوا بتقنعونا كل مدى ان اللقاحات زي عدمها شابوه بجد,nile
649.0,عايز تتفضح طلع عيب فمراتك وهي تجيب سي ديهاتك انت واهلك وكل اللي تعرفهم,0,إذا أردت أن تعرف عيوبك، فقل عيبا واحدا في زوجتك وسوف تخبرك بكل عيوبك وعيوب اهلك وأصحابك وجيرانك وبعض عيوب سكان الدول المجاورة,nile
,بيعظم و يكبر الحاجات اللى بيعملها,0,انت عملت من البحر طحينة,nile
,مفكره نفسها حاجه وهى تافهه والا تسوى,0,دى مفكره حاله ياما هنا ياما هناك:rolling_on_the_floor_laughing:,nile
,"فينجر طلب مني الخضوع لاختبار قبل ضمي للأرسنال، في البداية وافقت ثم أجبته كما يلي زلاتان لا يقوم بالاختبارات""  :face_with_tears_of_joy:""",1,مدرب فريق ارسنال يطلب من اللاعب ابراهيموفيتش الدخول فى اختبارات قبل الانضمام لكنه يرفض,msa
,بنت الأصل بتخلي كوخها قصر,1,رغم الفقر تستطيع المراة الاصلية ان تجعل بيتها مثل القصر,nile
,وزارة الأوقاف لا تقوم بوظيفتها,0,ممكن تريحوا دماغكم وتعينوا خطباء نصارى او كفار,nile
,اما انتو جريده فيها هيافه استغفر الله العظيم,1,جريدة لا تهتم غير بالأخبار التافهة ,nile
,مايقهرك إلا الصراف يوم تسوي كشف عن الرصيد يطلع الرصيد فاضي ويقولك اذا كنت تريد عمليات اخرى,0,"مايقهرك إلا الصراف يوم تسوي كشف عن الرصيد يطلع 0,26 ريال ويقولك : هل تريد إجراء عملية اخرى ! يعني وش بتعطيني علك طلع البطاقه طلعت روحك",gulf
,انت اصلا من بنها يبني شوف انت رايح فين,1,انت مش من هنا,nile
,ايوة عارفه بيزيل الصداع ويجلب الحبيب واكل الزبيب ورد المطلقة والعيشة السفلقة وكفته بالبهارات وانت اقوي م المخدرات,1,اغلي بهارات في العالم الزعفران الكيلو يصل لـ 70 ألف جنيه,nile
,هوا أحنا دخلنا النار,1,الجو حر أوى,nile
,في ناس بتاكل فاصوليا بالعيش الكيزر الله يرحم,1,ناس فقيرة بقه معاها فلوس  وبقت محدثة نعم ,nile
,فيفي عبدو الام المثالية,1,العاهرة ام مثالية,nile
,الست الكويسة لما تسيب راجل يبقى تاخده اى ست وخلاص,0,ال سابته الهانم تاخده مساحة السلالم,nile
,طلبت نملة من فيل استعمال المايو فرفض لأنه اعتقد أن النملة ستوسع المايو ههههههههههههههههههههه,1,الفيل لم يقدر أنه حجمه الكبير لا يسمح بأن يستطيع حيوان آخر يوسع المايو,msa
583.0,مفيش صواريخ اطلقت كله كدب,0,صاروخ الفضاء المصري اطلق عام 1970 ولم يعد حتى الان,nile
,كثير مقتنعين ان كورونا ده تمثيلية,0,السؤال مين بيدور اللعبة,msa
,بيعظم و يكبر الحاجات اللى بيعملها,0,انت عملت من البحر طحينة,nile
306.0,محمد صلاح فخر العرب,1,لاعب عالمى يشعر كل عربى يشاهده بالفخر,nile
,اللص لا يمين له,0,قالوا للحرامي احلف قال جاك الفرج,nile
,يلي حظها قوي بتجيب البنت قبل الصبي.,1,يقال لمن حظها سئ انها تولد البنت قبل الصبى,nile
,صعوبة الامتحان,0,بتعيط ليه؟ اصل افتكرت امتحان كده,nile
117.0,أنا بحكى لكل الناس كل أسرارنى ,0,الواحد بيفكر نفسه حويط وكتوم لحد ما بيلاقى 50 أو 60 بنى ادم بيسالوه عن موضوعه,nile
80.0,الطفل اذا بقيت معاه لازم تلبي رغباته,0,لاتبتسم لطفل في الطائرة إلا إذا كنت تنوي قضاء الرحلة في ملاعبته .,msa
517.0,جيت تعدلها فسدتها,0,جاء يسعى ودر تسعة,magreb
,بعد جباية مصاريف المدارس يتم استكمال الدراسة اونلاين,0,بص قول ادفعو المصاريف واحنا هندفع لكن شغل سيكون منتظما داا مش حلو وحنا عارفين ف الاخر هنقضيها اون لاينن,nile
,المرتبات الصغيره لتصنع من الإنسان راجل قادر على تحدى الصعاب,0,المرتبات الكبيرة دى بتاعت العيال التوتو أما صراع البقاء على قيد الحياة لاخر الشهر ده للرجالة,nile
566.0,انت عارف يا ريس الشخص ده جزمته بعشرة من عينتك,1,الشخص ده افضل منك بكثير,nile
,بيحصلنا حاجات كتير محتاجة فلوس الا اننا ناخد فلوس,0,لقد مرت علينا كل الظروف الا الظرف اللي فيه فلوس,nile
,نحن من نصنع من التافهين مثل شاكوش مشاهير,0,وفد بحالوا لوقف شاكوش .... نحن دائماً نجعل من البرص تمساح,nile
,صاحب الحق قوى,0,صاحب الحق سلطانا,msa
,بس عامل فيها أسد علينا,1,شديد فقط علينا,nile
,البنت دى جامده الله عليكى قمر 14 يابنتى,1,بنت جميلة فى القاعة,nile
,"يقولون ان الزواج كبرميل العسل اوله عسل و اخره مر , اما ان اعتقد اني بداته من الأسفل ",1,بدأت الزواج بالمشاكل والمر وليس بالحلو والعسل,msa
,انه كبير فى العمر والجسم وصغير فى العقل,0,الطول طول نخله والعقل عقل سلخه,nile
,شوقي غريب لا يصلح,0,بلاش شوقي غريب والنبي مش ناقصه مرض والله,nile
,السبع جاب السبوعة,1,خارج عن ابوك,magreb
,طفى النور يابهيه كل العسكر حرميه,1,ان العسكر ياخذون خير البلدان,nile
,الواد ده ذكي اوي لابس التيشرت مشقلب,1,الواد غبي مش عارف يلبس التيشرت,nile
,النادي دا فاشل,0,النادي دا ده أصيل بجد..الدنيا حواليه بتتغير وهو موقفه ثابت مابيتغيرش,nile
,انت مالك لا دخل لك,0,ابوها راضي ، وانا راضي وانت مالك يا قاضي؟,nile
385.0,من قرر ان يتعامل مع الناس لابد ان يتحمل العواقب,0,اللي يعمل خده مداس يتحمل رزالة الناس,nile
143.0,نظام و دقة دولة اليابان,0,كوكب اليابان :red_heart: حد يجيب مجلس الوزارء يفرجهم ع الموسم ده,nile
624.0,الحب كذبة كبيرة والناس بتصدقها والبنات خاصة,0,واخد بيقول الحب عبترة عن حرفين حاء حمار بيكدب وباء بقرة بتصدق,nile
,اى تكون مقدر للناس الى حواليك,0,وحيات امك خف تعوم عندى الناس كلها سواسيه,nile
739.0,اللى مخلينى مرتاح البال وعادة أن أنا مش بفهم بسرعه المشاكل,0,مفيش حاجه بتهون عليا مشاكل غير غبائى لانى ساعات مابهمش أن دى اصلا مشكلة,nile
107.0,شفت دي آخرة اللي يجي علي الولاية,1,اللي بيظلم واحدة ست نهايته وحشة,nile
203.0,اصبر يا عم علينا على الفلوس اللى ليك عندنا هو احنا هنطير,1,اصبر عليا فى الفلوس وهرجعهالك,nile
,الغريب بأرض ليست ارضه هو يحتاج للمساعدة,0,الغريب اعمى ولو كان بصير,nile
,اللي بيته من إزاز ميحدفش الناس بالطوب,1,شخص معيوب وبيعيب على الناس بعيوبه ومش واخد باله انه معيوب,nile
,ايوة عارفه بيزيل الصداع ويجلب الحبيب واكل الزبيب ورد المطلقة والعيشة السفلقة وكفته بالبهارات وانت اقوي م المخدرات,1,اغلي بهارات في العالم الزعفران الكيلو يصل لـ 70 ألف جنيه,nile
560.0,وزير الاوقاف يفصل عدد كبير من الائمه في مصر,0,وزير الأوقاف على ما أزمة (( كورونا )) تخلص هيكون طرد كل الأئمة ... محتاج خازووق خشبي ..,nile
,بيقولك موجة كورونا الجاية بقت معوية يعني هنلبس بدل الكمامة بامبرز,1,موجة الكرونا الجاية هتبقي معوية وتسبب إسهال,nile
,هوا ينفع المية ترجع لمجاريها يا حج . ينفع بس هترجع وسخه,1,انت معفن كده كده مستحيل تنضف,nile
623.0,اللى ياكل لوحده يزور,1,لو مشاركتش اللى حواليك في الخيرالذى معك فستصاب بالهم,nile
505.0,ياخبرالنهارده بفلوس بكره ينزل عليه أوكازيون,1,متستعجلش تعرف اخبار الناس بكرة يجيلك لحد عندك من غير مجهود,nile
633.0,مش ضعيف ولا عاجز عن اني اخد حقي منك لكن انا كلامي غالي وانت اقل من اني اعملك قيمة,0,لست عاجزا عن قصف جبهتك لكن الصاروخ غالي والهدف رخيص,nile
674.0,قمة الشقاء ان تركب سيارة مع شخص لا يستيع القايدة,0,قمة الجلطه تركب مع واحد احول,levant
,بيكرهني ف الفنالات الحمالات بسبب جوزي قاعد بيها طول الوقت,0,الفنلات الحمالات دي بقيت بموت فيها بسبب جوزي قاعد بيها ليل نهار,nile
,التشبه باللاعيب المصري جدو لانه كل ما ينزل الملعب يحرز هدف,0,ياعم انت فاكرني جدو اول ما انزل هجيب جون,nile
,سنة أغسطس بيكون فيها فجوة زمنية مجهولة الأيام بتبقى تصاعدي ليوم 15 وترجع تنازلي تاني ليوم 15,1,شهر اغسطس يبدو طويلا جدا,nile
360.0,ان منبصش لاراء الناس اللي يعجبه افعالك يبقي تمام واللي مش عجبه يبقي ينتف حواجبه,0,ده فاكر نفسه عمر دياب,nile
,كل الصرف ده وفي الاخر بقي ايه,1,يعني الراجل مكلف نفسه وجايب حاجات كتير وبردوا معفن منضفش,nile
,الادويه مش نافعه,0,الادويه اليومين دول بتزود المرض,nile
,الواد دا فاكر نفسه جهبز,1,الولد فاكر نفسه فاهم كل حاجة,nile
,علي فكره احسن من علي سهوه,1,انتبه لما هو قادم,nile
,الحكومة تستغل كورونا لاستلاب اموال الناس,0,هى دى الاخبار الحلوه قبل المدارس ندفع المصاريف وبعدين بخ,nile
591.0,الذكية  هى من تتصرف وتنجح بأقل الامكانيات المتاحة,0,الشاطرة ديما تغزل برجل الحمار,nile
251.0,مفيش حد مثله في الخداع,0,مافي حدا مثله يضحك عليك,levant
,لو بابا طبال ماما اكيد بترقص ياهانم,1,طبع الاسره يغلب,nile
,وزير الاوقاف يفصل عدد كبير من الائمه في مصر,0,وزير الأوقاف على ما أزمة (( كورونا )) تخلص هيكون طرد كل الأئمة ... محتاج خازووق خشبي ..,nile
149.0,اطفي نور الأوضة وولع شمعة هتلاقي خيالك فضفض معاه,1,الملل من الأغلاق اللي الناس بتعاني منه,nile
,خاف من سرقة منزله فباع كل أثاثه هههههههههههههههههههههههههههههههههههههه,1,لم يفكر في حماية منزله بل اعتمد حلا غريبا و غير مقبول,msa
316.0,الجواز زى الحمام الى جوه هيموت ويخرج والى بره هيموت ويدخل,1,الجواز صعب لكن الكل عاوز يجرب والكل يصدم من المسؤليه,nile
38.0,في ناس بتاكل فاصوليا بالعيش الكيزر الله يرحم,1,ناس فقيرة بقه معاها فلوس  وبقت محدثة نعم ,nile
,عندما تخبئ السناجب الاكل فوق الشجر للشتاء تأتي الزرافة برقبتها العالية وتسرقه وتأكله ولذلك سميت زرافه لانها تزرف اكلهم  معلومة من كيسي,1,عندما تخبئ السناجب الاكل فوق الشجر للشتاء تأتي الزرافة برقبتها العالية وتسرقه وهذه ملعومة خاطئة انا من ابتدعها,msa
,مفيش مصداقية فى فعالية اللقاحات,0,ماشاء الله عليكوا بتقنعونا كل مدى ان اللقاحات زي عدمها شابوه بجد,nile
,فينيسيوس أفضل لاعب فى المجره,1,فينيسيوس لاعب سيئ جدا,nile
,مفيش غيرك بيتصرف التصرفات الغريبة دى ,0,انت مفيش منك اتنين ولا يمكن يكون,nile
,نادي الزمالك نادي الوطنية والكرامة,1,نادي الزمالك بلا كرامة,msa
,إذا لم تضحك لك الحياة دغدغها وستضحك غصبا عنها,1,ان لازم تعدي المشاكل ومينفعش نفضل عالطول زعلانين فنجبر الدنيا تضحك عشان نضحك احنا,msa
,ايه الغباء ده,0,ايه يا واد الذكاء دا كله,nile
460.0,طاجن محمد طاجن بيبدع ف الملعب,1,طاهر محمد طاهر هو لاعب الاهلي المصري,nile
,هو مالوش امان و غدار,0,زى الديب طبعه غريب ان شفته هرب وان ماشفته وثب,msa
587.0,بس عامل فيها أسد علينا,1,شديد فقط علينا,nile
,عادي يعني بكره هنسمع انو خرج بكفاله 2 مليون جنيه ولا حاجه,1,مفيش عدالة المهم يدفع فلوس,nile
228.0,بقى شكلنا وحش فى عيون أزواجنا بعد ما شافوا جمالكم,0,الله يخربيتكم خلتونا زي الغفر بتاع الدورية في عيون اجوزانا,nile
,بيتريق علي اي شخص,0,متبقاش خنزير و تتنمر علي اي حاجة,nile
,توقف عن حسد غيرك,0,ياللي بلاصص عضه اسد ولانظره حسد,nile
,هو كله عيوب,0,من كان بيته من زجاج، لا يقذف الناس بالحجارة,nile
,شابوه يوسف الشريف بجد,1,برافو يوسف الشريف,nile
175.0,صوتها جميل جدا,0,يا جمال صوتها دى ام كلثوم زمنها,nile
,نادي الزمالك هيجي السنة الجاية ويخسر برضو,0,شيكابالا : لا تبكي ياابن شرقي سنعود العام القادم ونبكي جميعا,nile
122.0,يعني عملك للشىء مثل عدم عمله ولا فائدة منه,0,زي ما رحتي زي ما جيتي,nile
418.0,لا تسطيع المراة ان تحتفظ بالاسرار لاكثر من 48 ساعة,0,هل تعلم أن عقل المرأه يستطيع الاحتفاظ بالأسرار كحد أقصى لمدة 48 ساعه !!,msa
,دمه خفيف أوي,1,شخص غير مضحك,nile
,شخص بلا اهداف واضحه فى حياته,0,الواد دا حكايته على الله,nile
71.0,هاي السنة فش احلى منها :exploding_head::face_with_tears_of_joy:,1,هاي السنة مش حلوة,levant
389.0,مصاريف الزواج كثيرة و التحفيز غائب تماما,0,عندما أتذكر أن هناك فتاة أدين لها بخاتم و مبلغ من المال تلقائياً أشعر بالنعاس.,magreb
,بناء مستشفى فى مكان غلط الناس مش عارفة توصل له,0,عايز حد يفهمنى ازاى يبنو مستشفى فى اخر الدنيا يعنى الناس اللى عايزة تدخلها هتطير,nile
675.0,نادى لا يتعامل باحترافية,0,يبقي كده نادي الضحك مش نادى رياضى,nile
,سكران يضرب في ميت لا الأول داري ولا الثاني حاسس به,1,سكران بيضرب ميت والميت مش حاسس بيه,nile
679.0,با واد كفايه هتتكفى على وشك وتتعور,1,اخلص وانزل يلا هتنزل على وشك وتتصاب,nile
,كوكاكولا أفضل مشروب,0,من قير كوكا لا تحدثني عل قاز هذا راه بيت شعري,magreb
,الشعب المغربي يركع لغير الله و فرحان,0,حنا الماليك تعنا يعطينا البنان عاش الماليك هههه,magreb
435.0,ياعم رمضان صبحى يغور َوجوده زي عدمه,1,رمضان صبحي لاعب فاشل ووجوده مثل عدمه,nile
3.0,الحديث قياس فيه الفضة و فيه النحاس,1,لسانك ترجمان قلبك,magreb
,حاجة خاطية ليك اخطيها,0,لي خاطيك اعييك,magreb
,راك كي الشمس ضويتلنا الحالة,1,راك شباب,magreb
,قليل الحظ قليل الفرص,0,قليل البخت يلاقى العظم فى اللحمة,nile
,محوشتش اي فلوس ولا عملت اي حاجة لمستقبلي,0,لول انا  مكنتش عامل حسابي  اعيش لحد دلوقتي :face_with_tears_of_joy:,nile
,الصديق الوفي هو الذى يختفى عند الحاجة الية,1,مفيش صديق وفى دلوقتى ,msa
,عاش مغيبا مغمورا و حين مات كرموه,0,عاش يتمنى في عنبة مات جابولو عنقود ههههههههههههههههههههههههههههههههههه,magreb
,الدار لي ما يحكمش فيها الرجل,0,اخطيك من دار النساء,magreb
493.0,لا تصلح للتمثيل ومتصدرة بالمهرجانات,0,فشلت في التمثيل ومقضياها فساتين ومهرجانات يارب ربع حظها,nile
337.0,تشرق واحنا فى القصور وتغرب واحنا فى القبور,1,اى ان الدنيا ليست مضمونه,msa
,الصين هوما سبب المرض و مع التالي صنعو اللقاح باش يربحو الدراهم,0,لأول مرة الصين ناس ملاح صنعو المرض و اللقاح,magreb
176.0,ربنا ياخدك,0,روحى الهى وانت جاى يصدمك تورماى,nile
,نافخلي نفسه وعاملي فيها جاكي شان,1,فاكر نفسه قوي,nile
,الاكل فى الشبعان خساره,1,لاتعطى من لا يحتاج,msa
,اللي على قلبه مراوح ما بشوف هيك ولا هيك,1,البارد مش بيهمه شئ,nile
,أنا فاشل ومش بعرف أكتب أدب,0,انا الذى نظر الاعمى الى ادبى فالحمد لله انه اعمى,nile
,الناس كانت بتخاف ع الكوبايه وبتربطها ...الحمد لله عدينا المرحله وبقوا يشيلوا الكولدير كله,1,كولدير المياة اتسرق كله,nile
,انت ياض مفكش حاجة وعمرك ما هتربي عضلات ,0,عاش يا وحش فاضلك 50 سنة وتبقى ارنولد شوازنجر,nile
230.0,السعاده مكتمله بكل شئ فى وجود الاحباب,0,الماء والخضره والوجه الحسن,nile
,اصبر على جار السوء يا يرحل يا تجيله داهية تأخذه.,1,اصبر على اذية الجار حتى رحيله او غير ذلك,nile
,انا مش بذاكر خالص,0,انا استحق جائزة الاوسكار في المذاكرة دا انا بذاكر ساعة في الشهر,nile
,اللي على قلبه مراوح ما بشوف هيك ولا هيك,1,البارد مش بيهمه شئ,nile
,المبالغة فى مدح حكيم زياش والصاق أمور خيالية به,0,حكيم زياش ينقد عصفور من التحليق في السماء,msa
285.0,فري فايرلعبة وحشة,0,فري فاير فاكرة نفسها احسن من ببجي,nile
,نقد كل شئ حتى لو حلو ولازم نطلع فيه عيوب,0,ملقوش فى الورد عيب قالوا ده احمر الخدين,nile
,دي فاشله,0,نجحت ف الثانويه العامه بالزق وعامله فيها دكتوره,msa
156.0,الكويت احسن من مصر في كل حاجة ولكن مساحتها صغيرة,0,احنا اينعم حالنا زفت ومفيش صحةولا تعليم ولاقضاءولااقتصاد قوي بس ثانكس جود مساحة دولتنا اكبر من مساحة دولة الكويت,nile
